10,10
20,17
30,19
40,24
50,31
60,38
70,43
80,48
90,57
100,64
110,71
120,76
130,82
140,86
150,92
160,98
170,104
180,111
190,117
200,122
210,127
220,131
230,131
240,136
250,138
260,145
270,150
280,153
290,155
300,156
310,160
320,163
330,164
340,166
350,166
360,168
370,171
380,174
390,178
400,184
410,190
420,196
430,201
440,208
450,211
460,215
470,218
480,223
490,228
500,232
510,237
520,243
530,245
540,246
550,249
560,251
570,252
580,255
590,260
600,262
610,268
620,270
630,271
640,275
650,279
660,284
670,289
680,294
690,299
700,300
710,306
720,311
730,315
740,319
750,319
760,324
770,326
780,331
790,337
800,338
810,340
820,343
830,348
840,349
850,353
860,356
870,357
880,358
890,360
900,361
910,363
920,366
930,368
940,373
950,374
960,376
970,379
980,382
990,385
1000,387
1010,387
1020,390
1030,394
1040,396
1050,399
1060,400
1070,400
1080,400
1090,401
1100,401
1110,408
1120,412
1130,414
1140,416
1150,418
1160,420
1170,423
1180,425
1190,428
1200,430
1210,433
1220,435
1230,435
1240,435
1250,439
1260,441
1270,442
1280,444
1290,448
1300,452
1310,456
1320,459
1330,460
1340,463
1350,466
1360,468
1370,471
1380,474
1390,477
1400,479
1410,481
1420,484
1430,485
1440,488
1450,489
1460,490
1470,493
1480,498
1490,499
1500,500
1510,505
1520,509
1530,511
1540,512
1550,516
1560,518
1570,521
1580,525
1590,526
1600,530
1610,533
1620,535
1630,539
1640,540
1650,545
1660,550
1670,556
1680,560
1690,564
1700,567
1710,570
1720,571
1730,573
1740,578
1750,582
1760,583
1770,589
1780,593
1790,593
1800,599
1810,602
1820,604
1830,605
1840,607
1850,611
1860,614
1870,617
1880,619
1890,621
1900,623
1910,624
1920,626
1930,628
1940,631
1950,632
1960,633
1970,634
1980,636
1990,637
2000,637
2010,637
2020,637
2030,637
2040,637
2050,637
2060,637
2070,637
2080,637
2090,637
2100,637
2110,637
2120,637
2130,637
2140,637
2150,637
2160,637
2170,637
2180,637
2190,637
2200,637
2210,637
2220,637
2230,637
2240,637
2250,637
2260,637
2270,637
2280,637
2290,637
2300,637
2310,637
2320,637
2330,637
2340,637
2350,637
2360,637
2370,637
2380,637
2390,637
2400,637
2410,637
2420,637
2430,637
2440,637
2450,637
2460,637
2470,637
2480,637
2490,637
2500,637
2510,637
2520,637
2530,637
2540,637
2550,637
2560,637
2570,637
2580,637
2590,637
2600,637
2610,637
2620,637
2630,637
2640,637
2650,637
2660,637
2670,637
2680,637
2690,637
2700,637
2710,637
2720,637
2730,637
2740,637
2750,637
2760,637
2770,637
2780,637
2790,637
2800,637
2810,637
2820,637
2830,637
2840,637
2850,637
2860,637
2870,637
2880,637
2890,637
2900,637
2910,637
2920,637
2930,637
2940,637
2950,637
2960,637
2970,637
2980,637
2990,637
3000,637
3010,637
3020,637
3030,637
3040,637
3050,637
3060,637
3070,637
3080,637
3090,637
3100,637
3110,637
3120,637
3130,637
3140,637
3150,637
3160,637
3170,637
3180,637
3190,637
3200,637
3210,637
3220,637
3230,637
3240,637
3250,637
3260,637
3270,637
3280,637
3290,637
3300,637
3310,637
3320,637
3330,637
3340,637
3350,637
3360,637
3370,637
3380,637
3390,637
3400,637
3410,637
3420,637
3430,637
3440,637
3450,637
3460,637
3470,637
3480,637
3490,637
3500,637
3510,637
3520,637
3530,637
3540,637
3550,637
3560,637
3570,637
3580,637
3590,637
3600,637
3610,637
3620,637
3630,637
3640,637
3650,637
3660,637
3670,637
3680,637
3690,637
3700,637
3710,637
3720,637
