100,72
200,128
300,186
400,242
500,286
600,337
700,381
800,423
900,460
1000,494
1100,531
1200,572
1300,608
1400,641
1500,672
1600,702
1700,731
1800,766
1900,795
2000,836
2100,866
2200,904
2300,935
2400,959
2500,982
2600,1014
2700,1046
2800,1073
2900,1101
3000,1137
3100,1169
3200,1205
3300,1227
3400,1246
3500,1278
3600,1295
3700,1317
3800,1345
3900,1374
4000,1392
4100,1415
4200,1442
4300,1465
4400,1490
4500,1508
4600,1532
4700,1553
4800,1566
4900,1584
5000,1604
5100,1623
5200,1646
5300,1670
5400,1690
5500,1706
5600,1725
5700,1744
5800,1767
5900,1788
6000,1808
6100,1826
6200,1843
6300,1860
6400,1877
6500,1899
6600,1912
6700,1929
6800,1945
6900,1960
7000,1982
7100,1995
7200,2015
7300,2028
7400,2037
7500,2059
7600,2083
7700,2098
7800,2117
7900,2134
8000,2143
8100,2156
8200,2172
8300,2180
8400,2201
8500,2211
8600,2229
8700,2245
8800,2264
8900,2281
9000,2290
9100,2307
9200,2330
9300,2355
9400,2370
9500,2390
9600,2410
9700,2425
9800,2457
9900,2472
10000,2487
10100,2505
10200,2527
10300,2540
10400,2548
10500,2556
10600,2566
10700,2575
10800,2583
10900,2598
11000,2609
11100,2621
11200,2628
11300,2644
11400,2662
11500,2675
11600,2684
11700,2689
11800,2700
11900,2711
12000,2721
12100,2733
12200,2741
12300,2757
12400,2775
12500,2786
12600,2789
12700,2807
12800,2812
12900,2827
13000,2845
13100,2859
13200,2868
13300,2881
13400,2892
13500,2909
13600,2927
13700,2942
13800,2962
13900,2981
14000,3000
14100,3024
14200,3045
14300,3055
14400,3071
14500,3084
14600,3098
14700,3115
14800,3130
14900,3145
15000,3156
15100,3166
15200,3176
15300,3191
15400,3208
15500,3226
15600,3236
15700,3254
15800,3268
15900,3278
16000,3295
16100,3310
16200,3325
16300,3341
16400,3360
16500,3376
16600,3391
16700,3403
16800,3412
16900,3422
17000,3432
17100,3441
17200,3447
17300,3456
17400,3470
17500,3488
17600,3510
17700,3531
17800,3549
17900,3563
18000,3578
18100,3587
18200,3597
18300,3610
18400,3627
18500,3643
18600,3653
18700,3658
18800,3665
18900,3680
19000,3699
19100,3716
19200,3723
19300,3735
19400,3743
19500,3750
19600,3755
19700,3759
19800,3776
19900,3782
20000,3799
20100,3807
20200,3814
20300,3820
20400,3824
20500,3836
20600,3842
20700,3853
20800,3872
20900,3887
21000,3901
21100,3910
21200,3924
21300,3936
21400,3948
21500,3958
21600,3966
21700,3979
21800,3989
21900,3998
22000,4006
22100,4012
22200,4023
22300,4037
22400,4050
22500,4061
22600,4072
22700,4082
22800,4090
22900,4099
23000,4109
23100,4127
23200,4135
23300,4142
23400,4155
23500,4163
23600,4176
23700,4183
23800,4190
23900,4197
24000,4206
24100,4217
24200,4230
24300,4246
24400,4258
24500,4267
24600,4282
24700,4293
24800,4305
24900,4318
25000,4330
25100,4340
25200,4350
25300,4360
25400,4371
25500,4373
25600,4389
25700,4401
25800,4416
25900,4424
26000,4439
26100,4451
26200,4465
26300,4475
26400,4491
26500,4496
26600,4504
26700,4509
26800,4518
26900,4526
27000,4538
27100,4552
27200,4558
27300,4565
27400,4572
27500,4580
27600,4598
27700,4609
27800,4618
27900,4622
28000,4627
28100,4635
28200,4643
28300,4650
28400,4660
28500,4670
28600,4679
28700,4691
28800,4705
28900,4711
29000,4718
29100,4724
29200,4737
29300,4746
29400,4752
29500,4758
29600,4764
29700,4774
29800,4782
29900,4795
30000,4812
30100,4822
30200,4839
30300,4849
30400,4862
30500,4869
30600,4877
30700,4881
30800,4888
30900,4897
31000,4907
31100,4926
31200,4939
31300,4945
31400,4954
31500,4965
31600,4976
31700,4988
31800,5002
31900,5010
32000,5022
32100,5040
32200,5050
32300,5059
32400,5065
32500,5069
32600,5080
32700,5090
32800,5101
32900,5105
33000,5112
33100,5117
33200,5125
33300,5130
33400,5140
33500,5149
33600,5157
33700,5169
33800,5181
33900,5196
34000,5212
34100,5220
34200,5237
34300,5255
34400,5265
34500,5281
34600,5300
34700,5313
34800,5320
34900,5335
35000,5351
35100,5361
35200,5368
35300,5380
35400,5396
35500,5409
35600,5422
35700,5429
35800,5437
35900,5440
36000,5451
36100,5456
36200,5465
36300,5476
36400,5486
36500,5496
36600,5501
36700,5510
36800,5521
36900,5533
37000,5544
37100,5553
37200,5562
37300,5580
37400,5588
37500,5597
37600,5611
37700,5621
37800,5628
37900,5636
38000,5642
38100,5652
38200,5661
38300,5668
38400,5679
38500,5705
38600,5709
38700,5716
38800,5728
38900,5739
39000,5748
39100,5752
39200,5772
39300,5795
39400,5812
39500,5818
39600,5824
39700,5834
39800,5842
39900,5853
40000,5861
40100,5869
40200,5881
40300,5895
40400,5915
40500,5931
40600,5936
40700,5947
40800,5957
40900,5968
41000,5984
41100,5995
41200,6004
41300,6014
41400,6020
41500,6033
41600,6037
41700,6050
41800,6063
41900,6080
42000,6091
42100,6106
42200,6114
42300,6117
42400,6122
42500,6128
42600,6131
42700,6141
42800,6153
42900,6165
