10,10
20,17
30,19
40,24
50,31
60,38
70,43
80,48
90,57
100,64
110,71
120,76
130,82
140,86
150,92
160,98
170,104
180,111
190,117
200,122
210,127
220,131
230,131
240,136
250,138
260,145
270,150
280,153
290,155
300,156
310,160
320,163
330,164
340,166
350,166
360,168
370,171
380,174
390,178
400,184
410,190
420,196
430,201
440,208
450,211
460,215
470,218
480,223
490,228
500,232
510,237
520,243
530,245
540,246
550,249
560,251
570,252
580,255
590,260
600,262
610,268
620,270
630,271
640,275
650,279
660,284
670,289
680,294
690,299
700,300
710,306
720,311
730,315
740,319
750,319
760,324
770,326
780,331
790,337
800,338
810,340
820,343
830,348
840,349
850,353
860,356
870,357
880,358
890,360
900,361
910,363
920,366
930,368
940,373
950,374
960,376
970,379
980,382
990,385
1000,387
1010,387
1020,390
1030,394
1040,396
1050,399
1060,400
1070,400
1080,400
1090,401
1100,401
1110,408
1120,412
1130,414
1140,416
1150,418
1160,420
1170,423
1180,425
1190,428
1200,430
1210,433
1220,435
1230,435
1240,435
1250,439
1260,441
1270,442
1280,444
1290,448
1300,452
1310,456
1320,459
1330,460
1340,463
1350,466
1360,468
1370,471
1380,474
1390,477
1400,479
1410,481
1420,484
1430,485
1440,488
1450,489
1460,490
1470,493
1480,498
1490,499
1500,500
1510,505
1520,509
1530,511
1540,512
1550,516
1560,518
1570,521
1580,525
1590,526
1600,530
1610,533
1620,535
1630,539
1640,540
1650,545
1660,550
1670,556
1680,560
1690,564
1700,567
1710,570
1720,571
1730,573
1740,578
1750,582
1760,583
1770,589
1780,593
1790,593
1800,599
1810,602
1820,604
1830,605
1840,607
1850,611
1860,614
1870,617
1880,619
1890,621
1900,623
1910,624
1920,626
1930,628
1940,631
1950,632
1960,633
1970,634
1980,636
1990,637
